ticker,company,sector,price,signal,buy_score,quality_score,composite_score,overheat_score,ev_to_sales,ev_to_fcf,net_debt_to_ebitda,current_ratio,revenue_growth,eps_growth,roic,gross_margin,fcf_margin,change_6m,change_1y
EOG,"EOG Resources, Inc.",Energy,139.68,WATCH,6,9,15,0,3.580544635884256,22.68448927512633,0.4435057162418218,1.9154511075094542,-0.03469073487894602,-0.19009725906277633,0.5811990700282293,0.681061018301059,0.15784109540479463,19.69152,8.8953
EW,Edwards Lifesciences Corporation,Healthcare,82.02,WATCH,7,9,16,0,7.483043707561475,34.01057378277154,-1.6049302860428345,3.7155538402161326,0.11547017189079879,-0.7363896848137537,0.11293813493995249,0.7810831300679016,0.22002109565561342,9.85802,14.95445
ILMN,"Illumina, Inc.",Healthcare,123.79,BUY,10,9,19,0,4.620564486411792,21.365805111821086,0.7789979409746054,2.0750788643533125,-0.006861848124428179,1.7113133940182055,0.12012522758849647,0.6649009672961769,0.21625978811607555,31.11958,40.63849
ISRG,"Intuitive Surgical, Inc.",Healthcare,478.04,BUY,10,9,19,0,16.56295221914215,66.92943558035894,-0.8461326119361784,4.874638620277141,0.20505022688904587,0.22324159021406728,0.13709516322071325,0.6599600584220096,0.24746887636988682,7.66909,-6.00495
WDC,Western Digital Corporation,Technology,294.79,AVOID,12,9,21,4,9.560742688652878,44.50347442324371,0.6203703703703703,1.454984544049459,0.5070444831407314,3.03448275862069,0.25234973540794564,0.427240544065586,0.21483137693310975,168.74829,565.29
KEYS,"Keysight Technologies, Inc.",Technology,288.96,AVOID,7,9,16,4,8.86767164523516,35.15486866620112,0.5551601423487544,2.604432132963989,0.07953404298051818,0.38810198300283305,0.08451775433321973,0.6186366038400564,0.25224590452703893,65.67857,82.05645
IAG,IAMGOLD Corporation,Basic Materials,16.865,AVOID,13,9,22,4,3.633021267683603,12.632407338920748,0.2779925728377883,1.7476310199829819,0.7775503894672382,-0.22368421052631585,0.14235650536142522,0.4210864595633422,0.2875953229033533,44.1453,183.92256
MC,Moelis & Company,Financial Services,54.46,BUY,17,9,26,0,2.4977189602293257,7.016225302657384,-0.8163762147247976,21.473758914352974,0.2697688241129468,0.6455026455026455,0.11977826276382005,0.6899233647768058,0.3559918406957825,-25.1306,-13.54183
MPWR,"Monolithic Power Systems, Inc.",Technology,1076.35,WATCH,6,9,15,2,18.56073151406274,77.9792503338658,-1.3425957374543602,5.912314377377391,0.26431018078020935,-0.6512513601741022,0.15297034781045965,0.551787716644466,0.23802141511486105,18.48203,71.41242
NFLX,"Netflix, Inc.",Communication Services,93.38,BUY,10,9,19,0,8.877455877223479,42.395958302844306,0.17944880941642724,1.185709316059751,0.15851068919677527,0.2709359605911332,0.2521668961712825,0.48486575802475956,0.20939391943471883,-22.44186,-3.93004
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,306.66,BUY,11,9,20,0,10.84867833595454,86.57666453867029,-0.8015151867750132,2.76241331361088,0.6519286393864009,2.0963302752293576,0.13735160017607415,0.8171891445654571,0.1253071874940259,-33.09772,5.4902
TXN,Texas Instruments Incorporated,Technology,188.63,WATCH,5,8,13,0,10.400782473136523,70.65180011140991,1.4743092583616093,4.352643241532131,0.13049037785307846,0.040076335877862586,0.16461648857957245,0.5702409229725144,0.14721185386268523,2.27174,1.68185
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,182.7,BUY,10,8,18,0,3.8524367733960934,20.784362444111178,2.5371196754563896,1.1016144349477683,0.1031564314334778,0.02787878787878793,0.12119358388635076,0.422667803268967,0.18535265557243985,-10.62081,-20.20789
WDAY,"Workday, Inc.",Technology,137.06,BUY,15,8,23,0,4.046722088672529,13.919441624414835,1.6077616077616077,1.321574161179053,0.1309495619228037,0.3131313131313132,0.04936545217849099,0.7570142378559463,0.29072445561139026,-43.24873,-45.15626
SNPS,"Synopsys, Inc.",Technology,432.48,WATCH,6,8,14,0,11.334317444257442,39.82795241079218,2.997831538781745,0.8602018585069514,0.15124466416295496,-0.4499323410013531,0.01974842122831909,0.751368595648592,0.28458197718409906,-7.60751,-5.52461
PFE,Pfizer Inc.,Healthcare,26.78,WATCH,6,8,14,0,3.49242254749996,24.08024576906126,3.948876839659179,1.1599069868051048,-0.01647099501783834,-0.042253521126760445,0.08838314439482423,0.7033349845794915,0.1450326786941306,11.16646,2.44836
PANW,"Palo Alto Networks, Inc.",Technology,164.05,WATCH,6,8,14,0,10.918089282847987,26.56499660657633,-1.719502225451903,1.0449494318891248,0.1487387106820305,-0.5767326732673267,0.05777026844326511,0.7350429078265088,0.4109953200650945,-18.26109,-11.22355
ZS,"Zscaler, Inc.",Technology,151.8,BUY,13,8,21,0,8.353428271683633,26.564250119471843,4.804811840009381,1.9012505948399079,0.23311687443000206,0.30769230769230765,-0.03187314485668735,0.7655970781604087,0.3144612866583609,-46.62823,-27.66951
DDOG,"Datadog, Inc.",Technology,129.23,WATCH,7,8,15,0,13.673747673728496,46.836006074616435,4.994722884166045,3.382101682731128,0.2767536858183308,-0.4363636363636364,-0.007391828909391669,0.7994408194778297,0.29194948117361386,-5.37453,17.30054
COIN,"Coinbase Global, Inc.",Financial Services,200.62,WATCH,5,8,13,0,7.873399514499201,20.872514070532144,-1.9446253576507706,2.3431541467107952,0.09404240810672959,-0.534548944337812,0.026173438950737062,0.7711704621664526,0.3772137600623243,-37.65112,-1.19188
BSX,Boston Scientific Corporation,Healthcare,69.54,BUY,12,8,20,0,5.656922072229141,31.327644303448277,2.113488182559087,1.6168413311270453,0.1986624470054338,0.5555555555555555,0.08784023693644862,0.6900622665006226,0.18057285180572852,-29.08423,-32.26843
CRWD,"CrowdStrike Holdings, Inc.",Technology,413.31,WATCH,6,8,14,2,20.866801746880977,80.99339327039029,-39.49497138660768,1.773130630716755,0.21711245176577237,-7.259212198221093,-0.03748191663184372,0.7486315995099756,0.25763585033681385,-13.23032,10.91402
CTAS,Cintas Corporation,Industrials,181.21,WATCH,4,8,12,0,6.9964366118338015,42.41325740811145,1.0600471190552168,1.705257022570009,0.07748211218226426,0.16363636363636372,0.2278770437915845,0.5024931622961716,0.16495871902769127,-9.41312,-6.86642
