ticker,company,sector,price,signal,buy_score,quality_score,composite_score,overheat_score,ev_to_sales,ev_to_fcf,net_debt_to_ebitda,current_ratio,revenue_growth,eps_growth,roic,gross_margin,fcf_margin,change_6m,change_1y
MC,Moelis & Company,Financial Services,54.1,BUY,17,9,26,0,2.4801559273626776,6.9668898099328285,-0.8163762147247976,21.473758914352974,0.2697688241129468,0.6455026455026455,0.11977826276382005,0.6899233647768058,0.3559918406957825,-24.60981,-14.0178
MDB,"MongoDB, Inc.",Technology,253.76,BUY,13,7,20,0,7.851251613667848,38.04040866926643,57.45821940282183,4.6525371324100515,0.22794268264784995,0.4913294797687861,-0.04420303161642426,0.7174856532417241,0.20639240976427847,-19.52302,27.73583
META,"Meta Platforms, Inc.",Communication Services,592.92,BUY,9,10,19,0,7.676776923355194,33.4592194838101,0.45321052432901743,2.5987666124868536,0.2216703849824621,-0.02559934985778135,0.17950279862720422,0.8199944269179861,0.2294368201586338,-20.82894,-5.33123
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,182.7,BUY,10,8,18,0,3.838455615951966,20.708932408318336,2.5371196754563896,1.1016144349477683,0.1031564314334778,0.02787878787878793,0.12119358388635076,0.422667803268967,0.18535265557243985,-10.62081,-20.20789
MS,Morgan Stanley,Financial Services,165.87,BUY,15,3,18,0,5.455096600097406,-35.06307632450109,13.672967082519165,1.1699852744597656,0.1147704687575743,0.2860696517412937,0.016944564153961148,0.5706669681605107,-0.15557952045084925,4.35357,32.48403
MSFT,Microsoft Corporation,Technology,372.74,BUY,9,11,20,0,9.38544170854436,37.0331644473725,0.5171878673877263,1.3860236144763662,0.1493215623240672,0.1551433389544688,0.21118263773925158,0.6858632915702252,0.2534334251095913,-26.48561,-5.67365
NFLX,"Netflix, Inc.",Communication Services,90.92,BUY,10,9,19,0,8.64675390721863,41.29419770431473,0.17944880941642724,1.185709316059751,0.15851068919677527,0.2709359605911332,0.2521668961712825,0.48486575802475956,0.2093939194347188,-24.74756,-8.83385
NOVN,"Novan, Inc.",Healthcare,0.0941,BUY,17,3,20,0,-0.24354064128086747,0.163549635908522,0.29708091256908037,0.91314280787965,7.366052445074415,0.47337278106508873,-0.5010829716409705,0.687449701385065,-1.4890931424456777,-93.08088,-96.4084
NOW,"ServiceNow, Inc.",Technology,104.65,BUY,15,10,25,0,8.20461665913541,23.80701486013986,-0.17335101093801789,0.9461840467298669,0.20884923525127458,0.22463768115942034,0.0897785229836507,0.7753426720891701,0.3446302153938846,-43.03832,-39.25586
NTAP,"NetApp, Inc.",Technology,104.31,BUY,11,10,21,0,3.244101223580265,13.526833504661282,0.61731843575419,1.372565386755704,0.048500319081046586,0.22573839662447243,0.18922563645542062,0.704575942763452,0.23982709792815618,-13.63636,10.50959
